video_id,label,frames_dir,num_frames_extracted
Celeb-real_id6_0002,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0002,60
Youtube-real_00222,0,deepfake_detector/data/frames\train\real\Youtube-real_00222,60
Celeb-synthesis_id13_id10_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0004,60
Celeb-synthesis_id4_id6_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id6_0006,60
Celeb-synthesis_id17_id6_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id6_0009,60
Celeb-synthesis_id1_id2_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id2_0003,60
Youtube-real_00073,0,deepfake_detector/data/frames\train\real\Youtube-real_00073,60
Celeb-synthesis_id2_id16_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id16_0006,60
Celeb-synthesis_id8_id6_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id6_0002,60
Celeb-real_id4_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id4_0001,60
Youtube-real_00191,0,deepfake_detector/data/frames\train\real\Youtube-real_00191,60
Youtube-real_00024,0,deepfake_detector/data/frames\train\real\Youtube-real_00024,60
Youtube-real_00189,0,deepfake_detector/data/frames\train\real\Youtube-real_00189,60
Celeb-synthesis_id2_id0_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id0_0009,60
Youtube-real_00034,0,deepfake_detector/data/frames\train\real\Youtube-real_00034,60
Celeb-synthesis_id13_id7_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id7_0000,60
Celeb-synthesis_id0_id4_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id4_0005,60
Celeb-synthesis_id16_id0_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id0_0007,57
Celeb-real_id4_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id4_0005,60
Celeb-synthesis_id17_id16_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id16_0004,60
Youtube-real_00192,0,deepfake_detector/data/frames\train\real\Youtube-real_00192,60
Celeb-synthesis_id3_id6_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id6_0009,60
Celeb-synthesis_id4_id3_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id3_0003,60
Celeb-synthesis_id16_id2_0012,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id2_0012,60
Youtube-real_00217,0,deepfake_detector/data/frames\train\real\Youtube-real_00217,60
Celeb-synthesis_id8_id7_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id7_0008,60
Celeb-synthesis_id16_id2_0013,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id2_0013,60
Celeb-synthesis_id0_id3_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id3_0009,60
Youtube-real_00131,0,deepfake_detector/data/frames\train\real\Youtube-real_00131,60
Youtube-real_00129,0,deepfake_detector/data/frames\train\real\Youtube-real_00129,60
Celeb-synthesis_id4_id1_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id1_0000,60
Youtube-real_00095,0,deepfake_detector/data/frames\train\real\Youtube-real_00095,60
Youtube-real_00004,0,deepfake_detector/data/frames\train\real\Youtube-real_00004,60
Celeb-synthesis_id16_id0_0011,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id0_0011,55
Celeb-synthesis_id2_id9_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id9_0008,60
Celeb-synthesis_id2_id17_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id17_0004,60
Celeb-synthesis_id4_id2_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id2_0002,60
Youtube-real_00235,0,deepfake_detector/data/frames\train\real\Youtube-real_00235,60
Youtube-real_00116,0,deepfake_detector/data/frames\train\real\Youtube-real_00116,60
Celeb-synthesis_id6_id2_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id2_0008,60
Celeb-synthesis_id6_id1_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id1_0009,60
Celeb-synthesis_id4_id3_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id3_0002,60
Celeb-synthesis_id2_id17_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id17_0008,60
Youtube-real_00123,0,deepfake_detector/data/frames\train\real\Youtube-real_00123,60
Celeb-real_id17_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id17_0001,60
Youtube-real_00104,0,deepfake_detector/data/frames\train\real\Youtube-real_00104,60
Celeb-synthesis_id3_id1_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id1_0004,60
Celeb-synthesis_id16_id0_0012,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id0_0012,60
Celeb-synthesis_id3_id9_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id9_0009,60
Celeb-synthesis_id8_id3_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id3_0003,60
Celeb-synthesis_id0_id17_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id17_0005,60
Celeb-synthesis_id1_id0_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id0_0006,60
Celeb-synthesis_id9_id4_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id4_0001,60
Celeb-synthesis_id0_id16_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id16_0008,60
Celeb-synthesis_id16_id1_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id1_0007,57
Youtube-real_00232,0,deepfake_detector/data/frames\train\real\Youtube-real_00232,60
Celeb-synthesis_id9_id17_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id17_0005,60
Celeb-real_id16_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id16_0007,57
Youtube-real_00079,0,deepfake_detector/data/frames\train\real\Youtube-real_00079,60
Celeb-synthesis_id2_id4_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id4_0007,60
Celeb-synthesis_id16_id17_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id17_0002,60
Celeb-real_id0_0008,0,deepfake_detector/data/frames\train\real\Celeb-real_id0_0008,60
Celeb-synthesis_id13_id7_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id7_0005,60
Celeb-synthesis_id9_id17_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id17_0006,60
Celeb-synthesis_id2_id3_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id3_0009,60
Celeb-synthesis_id16_id6_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id6_0002,60
Youtube-real_00018,0,deepfake_detector/data/frames\train\real\Youtube-real_00018,60
Celeb-synthesis_id0_id4_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id4_0009,60
Celeb-synthesis_id16_id2_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id2_0006,45
Celeb-synthesis_id6_id16_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id16_0009,60
Celeb-synthesis_id16_id9_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id9_0004,60
Celeb-synthesis_id16_id6_0013,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id6_0013,60
Celeb-synthesis_id17_id9_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id9_0009,60
Celeb-synthesis_id0_id2_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id2_0005,60
Celeb-synthesis_id11_id7_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id11_id7_0005,60
Celeb-synthesis_id17_id3_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id3_0005,60
Celeb-synthesis_id16_id9_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id9_0000,60
Celeb-synthesis_id9_id17_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id17_0004,60
Celeb-synthesis_id6_id3_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id3_0003,60
Youtube-real_00147,0,deepfake_detector/data/frames\train\real\Youtube-real_00147,60
Celeb-real_id10_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id10_0004,60
Youtube-real_00072,0,deepfake_detector/data/frames\train\real\Youtube-real_00072,60
Celeb-real_id10_0006,0,deepfake_detector/data/frames\train\real\Celeb-real_id10_0006,22
Celeb-real_id8_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id8_0001,60
Youtube-real_00069,0,deepfake_detector/data/frames\train\real\Youtube-real_00069,60
Celeb-synthesis_id13_id10_0011,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0011,60
Youtube-real_00125,0,deepfake_detector/data/frames\train\real\Youtube-real_00125,56
Celeb-synthesis_id1_id9_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id9_0003,60
Celeb-real_id8_0008,0,deepfake_detector/data/frames\train\real\Celeb-real_id8_0008,60
Celeb-real_id17_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id17_0007,55
Celeb-synthesis_id6_id1_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id1_0000,60
Youtube-real_00140,0,deepfake_detector/data/frames\train\real\Youtube-real_00140,60
Celeb-real_id13_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id13_0007,60
Celeb-synthesis_id0_id4_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id4_0002,60
Celeb-synthesis_id0_id9_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id9_0006,60
Youtube-real_00196,0,deepfake_detector/data/frames\train\real\Youtube-real_00196,60
Youtube-real_00060,0,deepfake_detector/data/frames\train\real\Youtube-real_00060,60
Celeb-synthesis_id16_id17_0012,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id17_0012,60
Celeb-synthesis_id2_id4_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id4_0008,60
Youtube-real_00231,0,deepfake_detector/data/frames\train\real\Youtube-real_00231,60
Celeb-synthesis_id1_id16_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id16_0009,60
Celeb-synthesis_id2_id1_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id1_0003,60
Celeb-synthesis_id2_id3_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id3_0000,60
Celeb-synthesis_id6_id1_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id1_0005,60
Celeb-synthesis_id9_id1_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id1_0008,60
Youtube-real_00183,0,deepfake_detector/data/frames\train\real\Youtube-real_00183,60
Celeb-synthesis_id9_id6_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id6_0004,60
Celeb-synthesis_id0_id1_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id1_0002,60
Celeb-real_id0_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id0_0005,60
Celeb-synthesis_id2_id1_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id1_0001,60
Celeb-synthesis_id2_id3_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id3_0001,60
Youtube-real_00220,0,deepfake_detector/data/frames\train\real\Youtube-real_00220,60
Celeb-synthesis_id1_id4_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id4_0007,60
Celeb-synthesis_id9_id2_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id2_0005,60
Celeb-synthesis_id1_id0_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id0_0001,55
Celeb-synthesis_id16_id17_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id17_0000,60
Celeb-synthesis_id17_id6_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id6_0002,60
Celeb-synthesis_id1_id0_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id0_0002,60
Celeb-synthesis_id0_id9_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id9_0008,60
Celeb-real_id2_0006,0,deepfake_detector/data/frames\train\real\Celeb-real_id2_0006,60
Celeb-synthesis_id9_id3_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id3_0006,60
Celeb-real_id4_0000,0,deepfake_detector/data/frames\train\real\Celeb-real_id4_0000,60
Celeb-synthesis_id7_id11_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id7_id11_0006,43
Celeb-synthesis_id0_id3_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id3_0008,60
Celeb-synthesis_id17_id6_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id6_0000,60
Celeb-synthesis_id7_id13_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id7_id13_0000,56
Youtube-real_00146,0,deepfake_detector/data/frames\train\real\Youtube-real_00146,60
Celeb-synthesis_id10_id13_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id10_id13_0002,60
Celeb-synthesis_id13_id7_0011,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id7_0011,60
Youtube-real_00210,0,deepfake_detector/data/frames\train\real\Youtube-real_00210,60
Celeb-real_id9_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id9_0005,60
Celeb-synthesis_id17_id1_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id1_0006,41
Celeb-synthesis_id1_id16_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id16_0003,60
Celeb-synthesis_id16_id9_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id9_0001,60
Youtube-real_00236,0,deepfake_detector/data/frames\train\real\Youtube-real_00236,60
Celeb-real_id4_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id4_0004,60
Celeb-synthesis_id0_id17_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id17_0002,60
Youtube-real_00009,0,deepfake_detector/data/frames\train\real\Youtube-real_00009,60
Youtube-real_00087,0,deepfake_detector/data/frames\train\real\Youtube-real_00087,60
Celeb-real_id7_0008,0,deepfake_detector/data/frames\train\real\Celeb-real_id7_0008,59
Celeb-synthesis_id2_id1_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id1_0002,60
Celeb-synthesis_id1_id17_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id17_0009,60
Celeb-synthesis_id0_id2_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id2_0009,60
Celeb-synthesis_id6_id0_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id0_0006,59
Youtube-real_00133,0,deepfake_detector/data/frames\train\real\Youtube-real_00133,60
Celeb-synthesis_id3_id17_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id17_0007,60
Celeb-synthesis_id6_id0_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id0_0000,60
Celeb-synthesis_id17_id16_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id16_0000,60
Celeb-synthesis_id2_id3_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id3_0005,60
Celeb-synthesis_id0_id6_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id6_0002,60
Celeb-synthesis_id2_id17_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id17_0009,60
Celeb-synthesis_id3_id16_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id16_0004,60
Celeb-synthesis_id2_id0_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id0_0003,60
Youtube-real_00076,0,deepfake_detector/data/frames\train\real\Youtube-real_00076,60
Celeb-real_id11_0003,0,deepfake_detector/data/frames\train\real\Celeb-real_id11_0003,60
Celeb-synthesis_id4_id1_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id1_0009,60
Celeb-synthesis_id13_id7_0012,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id7_0012,60
Youtube-real_00229,0,deepfake_detector/data/frames\train\real\Youtube-real_00229,60
Celeb-real_id6_0008,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0008,60
Celeb-real_id6_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0005,60
Celeb-synthesis_id4_id9_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id9_0008,60
Celeb-synthesis_id1_id2_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id2_0000,60
Celeb-synthesis_id8_id5_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id8_id5_0008,60
Youtube-real_00194,0,deepfake_detector/data/frames\train\real\Youtube-real_00194,60
Celeb-real_id2_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id2_0005,60
Celeb-synthesis_id16_id0_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id0_0004,60
Youtube-real_00110,0,deepfake_detector/data/frames\train\real\Youtube-real_00110,60
Youtube-real_00180,0,deepfake_detector/data/frames\train\real\Youtube-real_00180,60
Celeb-synthesis_id17_id3_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id3_0000,60
Celeb-real_id7_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id7_0001,59
Celeb-synthesis_id6_id2_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id2_0003,60
Celeb-synthesis_id6_id2_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id2_0005,60
Celeb-synthesis_id17_id9_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id9_0004,60
Celeb-synthesis_id2_id1_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id1_0004,60
Celeb-synthesis_id17_id16_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id16_0009,60
Youtube-real_00215,0,deepfake_detector/data/frames\train\real\Youtube-real_00215,60
Youtube-real_00052,0,deepfake_detector/data/frames\train\real\Youtube-real_00052,60
Celeb-synthesis_id16_id9_0010,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id9_0010,60
Celeb-real_id9_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id9_0007,60
Celeb-synthesis_id6_id2_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id2_0001,60
Celeb-synthesis_id6_id4_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id4_0006,59
Celeb-synthesis_id9_id0_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id0_0007,60
Celeb-real_id7_0005,0,deepfake_detector/data/frames\train\real\Celeb-real_id7_0005,33
Celeb-synthesis_id1_id0_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id0_0009,60
Celeb-synthesis_id6_id1_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id1_0008,60
Celeb-synthesis_id4_id6_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id6_0001,60
Celeb-synthesis_id3_id16_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id16_0006,60
Celeb-synthesis_id16_id3_0011,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id3_0011,55
Celeb-synthesis_id3_id2_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id2_0000,60
Celeb-synthesis_id1_id4_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id4_0004,60
Celeb-real_id11_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id11_0007,60
Celeb-real_id16_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id16_0001,60
Celeb-synthesis_id6_id4_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id4_0004,60
Celeb-synthesis_id3_id2_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id2_0005,60
Celeb-real_id4_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id4_0007,60
Celeb-synthesis_id1_id2_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id2_0004,60
Celeb-synthesis_id4_id9_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id9_0000,60
Celeb-synthesis_id17_id3_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id3_0009,60
Celeb-synthesis_id4_id3_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id4_id3_0000,60
Celeb-synthesis_id10_id13_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id10_id13_0004,60
Celeb-real_id0_0003,0,deepfake_detector/data/frames\train\real\Celeb-real_id0_0003,60
Celeb-synthesis_id16_id6_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id6_0000,60
Celeb-synthesis_id16_id3_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id3_0005,60
Celeb-synthesis_id17_id1_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id1_0002,60
Celeb-synthesis_id2_id9_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id9_0005,60
Celeb-synthesis_id6_id17_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id17_0002,60
Youtube-real_00036,0,deepfake_detector/data/frames\train\real\Youtube-real_00036,60
Celeb-synthesis_id17_id9_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id9_0003,50
Celeb-synthesis_id0_id3_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id3_0007,60
Youtube-real_00166,0,deepfake_detector/data/frames\train\real\Youtube-real_00166,60
Celeb-synthesis_id1_id6_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id6_0006,60
Celeb-synthesis_id11_id7_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id11_id7_0004,60
Celeb-synthesis_id13_id7_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id7_0002,60
Celeb-synthesis_id3_id17_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id17_0002,60
Celeb-synthesis_id2_id0_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id0_0000,60
Celeb-synthesis_id3_id9_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id9_0008,60
Celeb-synthesis_id7_id13_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id7_id13_0006,43
Celeb-synthesis_id10_id12_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id10_id12_0005,60
Youtube-real_00149,0,deepfake_detector/data/frames\train\real\Youtube-real_00149,60
Celeb-synthesis_id2_id9_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id9_0000,60
Celeb-real_id17_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id17_0004,60
Celeb-synthesis_id1_id0_0007,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id0_0007,60
Celeb-synthesis_id9_id2_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id2_0009,60
Celeb-synthesis_id9_id4_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id4_0002,60
Youtube-real_00221,0,deepfake_detector/data/frames\train\real\Youtube-real_00221,60
Celeb-synthesis_id6_id4_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id4_0005,60
Youtube-real_00090,0,deepfake_detector/data/frames\train\real\Youtube-real_00090,60
Celeb-real_id0_0000,0,deepfake_detector/data/frames\train\real\Celeb-real_id0_0000,60
Celeb-synthesis_id3_id1_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id1_0008,60
Celeb-synthesis_id0_id17_0003,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id17_0003,60
Celeb-synthesis_id17_id9_0002,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id17_id9_0002,60
Celeb-synthesis_id16_id9_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id9_0009,60
Celeb-synthesis_id2_id1_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id1_0005,60
Celeb-synthesis_id3_id4_0008,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id4_0008,60
Celeb-synthesis_id2_id0_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id2_id0_0005,60
Celeb-synthesis_id0_id1_0001,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id1_0001,60
Youtube-real_00086,0,deepfake_detector/data/frames\train\real\Youtube-real_00086,59
Youtube-real_00188,0,deepfake_detector/data/frames\train\real\Youtube-real_00188,60
Celeb-synthesis_id13_id10_0014,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id13_id10_0014,60
Celeb-real_id2_0008,0,deepfake_detector/data/frames\train\real\Celeb-real_id2_0008,60
Celeb-synthesis_id3_id2_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id3_id2_0009,60
Celeb-real_id8_0004,0,deepfake_detector/data/frames\train\real\Celeb-real_id8_0004,60
Youtube-real_00102,0,deepfake_detector/data/frames\train\real\Youtube-real_00102,60
Celeb-real_id10_0001,0,deepfake_detector/data/frames\train\real\Celeb-real_id10_0001,28
Celeb-synthesis_id0_id2_0004,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id0_id2_0004,60
Celeb-synthesis_id7_id10_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id7_id10_0009,60
Youtube-real_00245,0,deepfake_detector/data/frames\train\real\Youtube-real_00245,60
Celeb-real_id6_0007,0,deepfake_detector/data/frames\train\real\Celeb-real_id6_0007,60
Celeb-synthesis_id1_id9_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id9_0006,60
Celeb-synthesis_id11_id7_0010,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id11_id7_0010,60
Celeb-synthesis_id1_id4_0005,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id1_id4_0005,60
Celeb-synthesis_id16_id6_0010,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id16_id6_0010,60
Celeb-synthesis_id6_id4_0009,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id4_0009,60
Celeb-synthesis_id9_id6_0000,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id9_id6_0000,60
Youtube-real_00208,0,deepfake_detector/data/frames\train\real\Youtube-real_00208,60
Celeb-synthesis_id6_id16_0006,1,deepfake_detector/data/frames\train\fake\Celeb-synthesis_id6_id16_0006,59
Youtube-real_00066,0,deepfake_detector/data/frames\train\real\Youtube-real_00066,60
